Previsoes,Real,Erro,Erro Quadrático
3.78,1,2.78,7.728399999999999
4.08,5,-0.9199999999999999,0.8463999999999998
2.81,1,1.81,3.2761
3.11,1,2.11,4.4521
6.152,3,3.152,9.935104
1.66,1,0.6599999999999999,0.4355999999999999
4.71,4,0.71,0.5041
21.67,1,20.67,427.24890000000005
6.68,4,2.6799999999999997,7.182399999999999
3.15,2,1.15,1.3224999999999998
21.67,1,20.67,427.24890000000005
8.89,4,4.890000000000001,23.912100000000006
3.54,2,1.54,2.3716
3.120833333333333,2,1.1208333333333331,1.2562673611111106
3.01,3,0.009999999999999787,9.999999999999574e-05
4.318333333333333,2,2.3183333333333334,5.374669444444445
5.54,5,0.54,0.2916
2.826666666666666,2,0.8266666666666662,0.6833777777777771
5.715,2,3.715,13.801224999999999
2.1466666666666665,1,1.1466666666666665,1.314844444444444
3.02,1,2.02,4.0804
16.71,1,15.71,246.80410000000003
3.59,2,1.5899999999999999,2.5280999999999993
3.637142857142857,2,1.637142857142857,2.680236734693877
3.0475,3,0.047499999999999876,0.0022562499999999883
7.76,5,2.76,7.617599999999999
5.73,3,2.7300000000000004,7.452900000000002
4.532,3,1.532,2.347024
7.03,8,-0.9699999999999998,0.9408999999999995
2.85,2,0.8500000000000001,0.7225000000000001
8.15,8,0.15000000000000036,0.022500000000000107
4.58,6,-1.42,2.0164
4.32,4,0.3200000000000003,0.10240000000000019
3.81,3,0.81,0.6561000000000001
2.6598333333333333,2,0.6598333333333333,0.4353800277777777
3.5171428571428573,2,1.5171428571428573,2.3017224489795924
12.35,1,11.35,128.8225
1.52,1,0.52,0.27040000000000003
3.0475,2,1.0474999999999999,1.0972562499999998
4.73,1,3.7300000000000004,13.912900000000004
2.3633333333333333,1,1.3633333333333333,1.8586777777777777
4.97,4,0.9699999999999998,0.9408999999999995
4.1,2,2.0999999999999996,4.409999999999998
3.855833333333334,2,1.855833333333334,3.4441173611111133
5.06,2,3.0599999999999996,9.363599999999998
2.785,3,-0.21499999999999986,0.04622499999999994
2.6566666666666663,2,0.6566666666666663,0.4312111111111106
1.9,1,0.8999999999999999,0.8099999999999998
2.7316666666666665,2,0.7316666666666665,0.5353361111111108
5.5,2,3.5,12.25
4.54,4,0.54,0.2916
4.93,3,1.9299999999999997,3.724899999999999
2.85,2,0.8500000000000001,0.7225000000000001
4.126666666666667,1,3.126666666666667,9.776044444444446
1.6975,1,0.6975,0.48650625000000003
4.036666666666666,6,-1.9633333333333338,3.8546777777777796
8.41,5,3.41,11.628100000000002
1.74,2,-0.26,0.06760000000000001
1.99,1,0.99,0.9801
3.63,5,-1.37,1.8769000000000002
3.318,4,-0.6819999999999999,0.4651239999999999
7.2,6,1.2000000000000002,1.4400000000000004
2.49,3,-0.5099999999999998,0.2600999999999998
2.44,2,0.43999999999999995,0.19359999999999997
5.47,7,-1.5300000000000002,2.340900000000001
3.65,2,1.65,2.7224999999999997
2.4425,2,0.4424999999999999,0.1958062499999999
3.81,5,-1.19,1.4161
6.05,3,3.05,9.302499999999998
4.84,3,1.8399999999999999,3.3855999999999993
4.0125,2,2.0125,4.050156250000001
5.152,4,1.1520000000000001,1.3271040000000003
5.74,4,1.7400000000000002,3.027600000000001
4.087142857142857,3,1.0871428571428572,1.1818795918367349
6.53,1,5.53,30.580900000000003
1.5959999999999999,1,0.5959999999999999,0.3552159999999998
1.35,1,0.3500000000000001,0.12250000000000007
2.766,1,1.766,3.118756
6.82,1,5.82,33.872400000000006
5.11,3,2.1100000000000003,4.4521000000000015
8.8,2,6.800000000000001,46.24000000000001
3.79,2,1.79,3.2041
3.2,6,-2.8,7.839999999999999
1.51,1,0.51,0.2601
2.695,1,1.6949999999999998,2.8730249999999993
2.5805000000000002,2,0.5805000000000002,0.33698025000000026
2.815833333333334,2,0.8158333333333339,0.6655840277777786
1.96,1,0.96,0.9216
4.03,22,-17.97,322.92089999999996
6.5,4,2.5,6.25
2.4818333333333333,1,1.4818333333333333,2.195830027777778
1.78,4,-2.2199999999999998,4.928399999999999
1.48,1,0.48,0.2304
2.81,2,0.81,0.6561000000000001
2.838333333333333,2,0.8383333333333329,0.7028027777777771
2.2033333333333336,1,1.2033333333333336,1.4480111111111118
3.685,2,1.685,2.8392250000000003
1.61,1,0.6100000000000001,0.3721000000000001
2.668,2,0.6680000000000001,0.4462240000000002
2.5805000000000002,3,-0.41949999999999976,0.1759802499999998
3.53,2,1.5299999999999998,2.3408999999999995
3.66,2,1.6600000000000001,2.7556000000000003
1.742833333333333,4,-2.257166666666667,5.094801361111113
1.8,1,0.8,0.6400000000000001
10.97,9,1.9700000000000006,3.8809000000000027
5.23,7,-1.7699999999999996,3.1328999999999985
3.14,3,0.14000000000000012,0.019600000000000034
1.52,1,0.52,0.27040000000000003
2.2566666666666664,1,1.2566666666666664,1.5792111111111105
9.65,3,6.65,44.222500000000004
2.8,3,-0.20000000000000018,0.04000000000000007
2.783,5,-2.217,4.915089
2.68,2,0.6800000000000002,0.4624000000000002
2.4016666666666664,4,-1.5983333333333336,2.5546694444444453
3.925,2,1.9249999999999998,3.7056249999999995
3.52,4,-0.48,0.2304
1.6616666666666668,1,0.6616666666666668,0.43780277777777804
7.24,5,2.24,5.017600000000001
12.53,1,11.53,132.9409
3.02,4,-0.98,0.9603999999999999
2.5446666666666666,4,-1.4553333333333334,2.117995111111111
3.96,5,-1.04,1.0816000000000001
5.01,2,3.01,9.060099999999998
3.9819999999999998,4,-0.018000000000000238,0.0003240000000000086
3.22,2,1.2200000000000002,1.4884000000000004
3.22,2,1.2200000000000002,1.4884000000000004
3.77,2,1.77,3.1329000000000002
2.3485,1,1.3485,1.81845225
4.12,3,1.12,1.2544000000000002
5.25,1,4.25,18.0625
2.79,2,0.79,0.6241000000000001
1.63,1,0.6299999999999999,0.39689999999999986
2.051,1,1.0510000000000002,1.1046010000000004
7.56,5,2.5599999999999996,6.553599999999998
2.7641666666666667,2,0.7641666666666667,0.5839506944444445
2.61375,5,-2.38625,5.6941890625
3.58,2,1.58,2.4964000000000004
2.89,3,-0.10999999999999988,0.012099999999999972
7.01,4,3.01,9.060099999999998
13.55,31,-17.45,304.5025
3.0925,4,-0.9075000000000002,0.8235562500000003
3.568333333333334,1,2.568333333333334,6.596336111111113
3.07,1,2.07,4.2848999999999995
2.368333333333333,2,0.3683333333333332,0.13566944444444434
3.395,4,-0.605,0.366025
4.2275,2,2.2275,4.9617562500000005
3.515,6,-2.485,6.175224999999999
3.045833333333334,3,0.04583333333333384,0.0021006944444444905
2.8435,6,-3.1565,9.96349225
2.29,1,1.29,1.6641000000000001
3.7,1,2.7,7.290000000000001
4.57,4,0.5700000000000003,0.3249000000000003
3.15,2,1.15,1.3224999999999998
4.07,4,0.07000000000000028,0.00490000000000004
2.925,2,0.9249999999999998,0.8556249999999996
3.099166666666666,1,2.099166666666666,4.406500694444443
15.66,1,14.66,214.9156
2.24,1,1.2400000000000002,1.5376000000000005
2.5233333333333334,2,0.5233333333333334,0.2738777777777779
2.35,2,0.3500000000000001,0.12250000000000007
3.29,2,1.29,1.6641000000000001
4.89,3,1.8899999999999997,3.572099999999999
2.5083333333333333,3,-0.4916666666666667,0.24173611111111115
29.57,1,28.57,816.2449
2.92,2,0.9199999999999999,0.8463999999999998
2.38,2,0.3799999999999999,0.14439999999999992
1.4266666666666667,1,0.42666666666666675,0.1820444444444445
3.51,2,1.5099999999999998,2.2800999999999996
2.985,2,0.9849999999999999,0.9702249999999998
2.1,2,0.10000000000000009,0.010000000000000018
3.51,4,-0.4900000000000002,0.2401000000000002
5.35,3,2.3499999999999996,5.522499999999998
2.1,1,1.1,1.2100000000000002
2.9,2,0.8999999999999999,0.8099999999999998
4.73,7,-2.2699999999999996,5.152899999999998
4.45,3,1.4500000000000002,2.1025000000000005
3.25,6,-2.75,7.5625
1.52,1,0.52,0.27040000000000003
3.58,2,1.58,2.4964000000000004
2.72,2,0.7200000000000002,0.5184000000000003
1.8755238095238096,1,0.8755238095238096,0.766541941043084
3.05,3,0.04999999999999982,0.0024999999999999823
4.47,3,1.4699999999999998,2.1608999999999994
4.24,3,1.2400000000000002,1.5376000000000005
7.1,8,-0.9000000000000004,0.8100000000000006
2.6319999999999997,2,0.6319999999999997,0.3994239999999996
2.3466666666666667,1,1.3466666666666667,1.813511111111111
4.62,5,-0.3799999999999999,0.14439999999999992
2.05,2,0.04999999999999982,0.0024999999999999823
3.21,2,1.21,1.4641
3.69,3,0.69,0.4760999999999999
6.47,2,4.47,19.9809
3.47,2,1.4700000000000002,2.1609000000000007
5.9,3,2.9000000000000004,8.410000000000002
5.42,2,3.42,11.696399999999999
2.620833333333333,2,0.6208333333333331,0.3854340277777775
3.71,3,0.71,0.5041
3.31,5,-1.69,2.8560999999999996
3.0075,2,1.0074999999999998,1.0150562499999998
2.25,1,1.25,1.5625
3.58,5,-1.42,2.0164
5.09,3,2.09,4.368099999999999
2.56,1,1.56,2.4336
3.166666666666666,2,1.166666666666666,1.3611111111111098
4.5,4,0.5,0.25
7.57,2,5.57,31.024900000000002
7.58,2,5.58,31.136400000000002
9.441666666666668,3,6.441666666666668,41.49506944444446
3.67,3,0.6699999999999999,0.4488999999999999
5.789,3,2.7889999999999997,7.778520999999999
4.962,3,1.9619999999999997,3.849443999999999
4.51,2,2.51,6.300099999999999
5.185,2,3.1849999999999996,10.144224999999997
6.27,3,3.2699999999999996,10.692899999999998
2.61,2,0.6099999999999999,0.3720999999999999
2.28,1,1.2799999999999998,1.6383999999999994
4.91,5,-0.08999999999999986,0.008099999999999975
2.748,2,0.7480000000000002,0.5595040000000003
4.97,3,1.9699999999999998,3.880899999999999
5.01,2,3.01,9.060099999999998
4.58,3,1.58,2.4964000000000004
3.2739999999999996,3,0.2739999999999996,0.07507599999999977
2.54,1,1.54,2.3716
1.603333333333333,1,0.603333333333333,0.3640111111111108
2.656833333333333,1,1.6568333333333332,2.745096694444444
3.1066666666666665,2,1.1066666666666665,1.2247111111111106
2.4,2,0.3999999999999999,0.15999999999999992
3.625,2,1.625,2.640625
2.6266666666666665,1,1.6266666666666665,2.6460444444444438
7.585,2,5.585,31.192225
3.62,2,1.62,2.6244000000000005
3.336666666666667,2,1.336666666666667,1.7866777777777785
2.19,2,0.18999999999999995,0.03609999999999998
4.39,2,2.3899999999999997,5.712099999999999
2.015,3,-0.9849999999999999,0.9702249999999998
5.18,3,2.1799999999999997,4.752399999999999
3.27,2,1.27,1.6129
5.161666666666666,2,3.161666666666666,9.996136111111108
5.14,2,3.1399999999999997,9.859599999999999
5.36,3,2.3600000000000003,5.569600000000001
1.49,1,0.49,0.24009999999999998
2.43,1,1.4300000000000002,2.0449000000000006
19.78,1,18.78,352.68840000000006
4.58,2,2.58,6.6564000000000005
3.29,2,1.29,1.6641000000000001
5.64,2,3.6399999999999997,13.249599999999997
3.53,2,1.5299999999999998,2.3408999999999995
4.49,3,1.4900000000000002,2.220100000000001
2.6660000000000004,2,0.6660000000000004,0.4435560000000005
1.87,1,0.8700000000000001,0.7569000000000002
3.28,2,1.2799999999999998,1.6383999999999994
5.28,7,-1.7199999999999998,2.9583999999999993
1.54,1,0.54,0.2916
4.73,3,1.7300000000000004,2.9929000000000014
6.45,7,-0.5499999999999998,0.3024999999999998
3.97,5,-1.0299999999999998,1.0608999999999995
